winner_refer_hash,white_list_score,class
6989B93D9A490325BAAE1DEF0AFAFA966450DA6192D56D7D869B6065C13AB328,16,TIER3
2A0495EAA6818CE48D8618F2EE2133466707F5283FBE35523D42BCBB00EFEBAB,2,TIER3
E3194EF31942883A5CA2E0DBCBC40E521E3D384F3D7AD1F4C966910637DE02C3,8,TIER3
B78A6BB2B855BB380EACE6013F358D7F02FC1B24F6612DDB47C1C3FEFF8CAF03,14,TIER3
20C2B6B7D843FCE65A1A37F720D597B682F659C4CCFF3EFEF8B0C7C5CF879D20,8,TIER3
E9C0F500C9290E7A91FBF45BFFCC5E551FB25BCB5D065DEFB33DF14A53069FB5,14,TIER3
5C6F13AA812178A605BB1839637F0A1368D2D624BA0E3E6B411ECE5E9A130A24,8,TIER3
B4316863A55DDC15AB71C89D7B7C35F0B895BDC98B4B01CA21392409C64B783D,6,TIER3
95E916CEDC6604A71E4368457446946E8A9C54E9ADF67130A83EEF0A9B9A58D7,6,TIER3
127128D181149C089384B7E3DF68786873B3DF7294196B6D7173FD1108E433B4,6,TIER3
DB2ABD0624CBBEF0D121559D2B9085950351282A7C84AC27E49F13538BF0E08A,6,TIER3
28968B5A0845A4CA3628AA77A18EF0572D45667D27DF29D6C224BF3608A26088,8,TIER3
6E144C0836B5FD319E6FF8DA2E19E20AA5DF1AD3A1D8ABA98BE7C94C23A9634E,8,TIER3
B21F39F272BECB9C4FEA56EABEB74F66C72113F31DDCD6DC2FD4B814DBDDDB5C,7,TIER3
B3B271D097BC1675786E112FA55A6AD0272906CA18EBDE767D174ED2030F32D8,2,TIER3
856BD0016E2F4A7E7EAC30BFD5BB85790377464BD6868EC9F466841AEFAB7AD7,6,TIER3
4AA5FB3F11F00E10A788BABABDEB3F77664088624CA03E745912DDAAAA1BE081,2,TIER3
2545B72963143514BB0B6A3C45191C207665E32EFCF8A77E0BF6817335A48CA0,22,TIER3
1956428358D2E4F066ECE1737C69745F3D12787E6197759206D356AC6BBABDB7,16,TIER3
7E623B58716C6950CEE5ADFD3970262631010C7B0F3E5B72B550CA188B5187BF,18,TIER3
F121901735B6F48A1629570303B4902F51E483C6BF72DDC1F4FFC680A9957247,5,TIER3
14528D7E633CCBAB4D6BCB8D9381C26E4BA74B20C5885021AA6C47585C8A21FF,8,TIER3
29C1AEFDE45AEBFF1EBCC42DB92FC1D9C7D0EA833F025DB8EFCDC17C6B8355C6,2,TIER3
A84994E4F386DA5244024AC385FCE3AB552FE9628ED84B4BF7183BD026066D90,8,TIER3
89ED0447D34482965D815A7EF5FFC5DEBECC0A1AB228D0BB68D11B10E17634A3,14,TIER3
71A362976763D3F83ECC4839811A085ADAD851803E57D4B8FA7E76D71104BBCE,14,TIER3
D2C76ABFAFB6EAA7DCE786CA165CC32A895D2EC2FA7446FC490221983225CD02,10,TIER3
53F0610C49CE0EA688921EE6C189494A6CCB25F8ED4CD976849890E9B6DEDCE0,28,TIER3
F7C75DA031E67254F9DEB244DF6B66D7091D072C52855FFCF3EBC842961F07EB,24,TIER3
A4D256D0F43AA4388F97AED7C1234055740DD3D4968C844F4E185AC0BC405C0A,18,TIER3
5DA0B177D13A14C2A3188B470127B3CA6E6D44FFB5883CA8449A6CF7195C9047,2,TIER3
D15A2526DEEF1A6F1ED9CA0560D92C6EC14BEFCFE1ADD76656CEC77954CD3E26,8,TIER3
11C04C145FC671AE36F8CB444195133948B0092AEC751CD3A9A728D2BAEB6BAD,4,TIER3
24B766595B609213FFA07C6E3BC02807343A9819BEFAA6B373D3E860485D12AB,14,TIER3
B5818DD47E700B67EB9F9F4B8424569EEE223B4E038B368C8BE61F0AECD56FBF,20,TIER3
19517A14A312C69B6FD383E653A862B302445DF8BE6F767E23636EA07883FAB8,2,TIER3
CD8CAECDAE4205D57B6CED24FD28C61E804C2D764D00CBA1910CA99464BF0313,6,TIER3
EDAA0FF2650BE38C1C6171B484AAF0BCE2DDF75830AD2C074FD5CCBD9706271B,18,TIER3
FA47D416DE5467909D30B7E64AEB9B18F76B8FB6036360A12F6C82EBA7FCE565,16,TIER3
83442E77C902C2C6A364B367CA2F25CE127EFE6C47822C3AE6BDEF54F0C7EEA5,8,TIER3
5DFAE261FC15185A47B35F7D8E547C27A9379F6472684E092A2B251B1FFB9FB6,6,TIER3
5BB33FCC996859CA71DCD14B71EE7FC79AAFFCDCB2B52DA9DA539D14625B7A25,12,TIER3
AE8550A813A410FC1F6A97229F680D6833D17DC335012E55A42CC5478316D03D,2,TIER3
BA51D32A21308DC62FDFF5A07BB58ED333944D2E25DBF73375AE21CFC935186F,2,TIER3
FFBBF6189E367E214DDEB41EA86EFCE2832A854B8EE720FFC9E6141B27843790,20,TIER3
D6574890324DF49514501EB5573F80A9802B6F63049D207040D13390612207F9,8,TIER3
76ECDB5BB5FBDA63BFC129A84260BCF9617A0C83A7CB77FE876381F99A056629,2,TIER3
6496C517295B2127E293E1E454A0DEC8EC01ACD531C08BD9D173AD52F1236609,6,TIER3
C89B314789BBFD990EB4C79282C1ABBA8D11E7BE76B094F75478D745CCD5A129,24,TIER3
1ED800D606CF6584593B3C9A2B5ACA38103A3318E05B528853126495C5D59AB3,4,TIER3
8DF4A8FB3E2621A8456467A59AB7E6EC1FB49B853F0FCEB6C31559B9BC1520D2,2,TIER3
80E7FC119C8B3BCDE7812F0DD7B6DC2C726D5669F46F4C303C8AB9C642916A1A,6,TIER3
756B7C99DACE3FBE0F7C4161B2FACCC785B4AF0566062EE12E4ED38A8FE2BE22,8,TIER3
E7F0EAD4C967E026B6C314A7F9DA82879D7184F22CBE3C47A64F218E40AC8FF8,4,TIER3
E2DADE6840DFDB38E212B8AC01549EDF199C9B98E13842D1AF24BB6C004BF57C,18,TIER3
70DBEEF4CFAECD437AAB7C5375E28BDC3D141031822A2C2856C072C383EBFCF9,8,TIER3
76879B0FEC5F2800E1FFF542EC2A1B5EA005AC43E64CA73FBC9F8D1C639D708E,18,TIER3
A8B7403194068B6C4E1E155A7E2288017C46DC090CFAECDD01EC81AA54119AF0,8,TIER3
FD6599653B444E64A527ABA2192B9C7483CFC8DD95C5E4970DD421863CC76E49,18,TIER3
BA1C03875CE13737A44E1C2F49F2B3202D44C3D24C34A35E92E846524DE6BEF8,18,TIER3
E55405A1FC3DFDE2DEAB062A5BD215C3C77F34BB9EDA098E415F2120CCA69243,8,TIER3
53F1361D3D1108A585F449EB5B6226B44EC9344E80507F50D9CEF30605757344,5,TIER3
732ABD21704E86E229B2EA343B3319881E1CA7105185575D9EFB8D820914FB7F,4,TIER3
4F7E41430DFCFB7F8A3BB1159F394157BA1985D88D175756404ABD5FDB9B48C4,8,TIER3
A90ABFDAB8CE5C8C9C0ADB34A562228AEFD08D703D97BC01BEDF0C4ED1C33C99,18,TIER3
DA80E156A589143BBB045EEAF0777B2AEA972CAE4A7E6E13A6FE1107A4AA2F37,8,TIER3
5AEFDF3856EC548545473C0BFD5B189F9929520D9E4F9FD7A35CE414D52147B3,2,TIER3
87A14D7E94F66513AE3C352F59CE51DAB1F023B9C4C19CF49108D5723D63F464,18,TIER3
A60BABA3901265686148EE81C3537964ED5F6A2E0077B8E5DD2205F95A35AD0E,4,TIER3
47A7ED1F9E025BB399A62A6C7CF31E42BF00E115CC08E66F3E0092AA7E65782B,2,TIER3
B61EA5E82BC4F51D0BAFFD117BE6FC21CCFBF7977DD7ACE717AC4285D7492804,10,TIER3
106A84F154AEF44B803B05C459FA1C956D98D3383EA5E9AFDEE6BEA88E3674DF,8,TIER3
06CEBE9B07A28635A84C84A61BC8B37D9AD4EF1916324F05AC501C580A1EAF01,2,TIER3
DDBBE7729851F77E58C642781E8D230F6C374145AB2438609DFBFEA19207CDB1,20,TIER3
F1EF2CED750B1F489D7E9B48770F63FB45BF860602018B74A307A46B83344F9D,18,TIER3
A09499EB69CA0D50AEA5BE9E0FBF6C3A07AF90AB8CDBD4561BD9F6CC169EEE8D,10,TIER3
8B4F2A572BFBFDD388D125F73EE0F45704C7BA222A743503DC9525261B7FC4AD,18,TIER3
AF42F2254A07F5E8110ED70FE1287F18935101E88E07DB0B17FA77F9BF9EE988,6,TIER3
D36DCCB1D66B0A0A07FD219949DDA11A2A837333A64A55748A32A2F41C4DA379,2,TIER3
F7C9B09CABFE8E96278C43623CB65D6146D6C679BDA3AB373CC05846983B7DCB,2,TIER3
B97E503C6C565BE4551242E8A2A78256227E7C954AFEA296BDCBB0BCFFDE0179,6,TIER3
0570A9B55FEF3301C80FE641262D0FB93A3B2B405596CA3824ECB1A28D0E70F2,2,TIER3
87B64FD0F627A61CE2C3EA9A794D98BB1D5E95661AA0DE771979C963C1F7EA43,2,TIER3
7828770260734450FDFF19A45A027E8D4923C96B0F4CF017B5BC3A38D21722A9,6,TIER3
F2FF448B889842C94B633932A559AAECE5D0C6A92467E314660C79AAF2D14C63,20,TIER3
A6DE95304EEB8D81ED649028E49FEF6C3347C8A2EF8159A8D182901452D9701E,2,TIER3
1CB616FCCFEE2FB7C778E8CF150C353F8039E16427AA34549A52DA8DDB690EB1,6,TIER3
A8A07B751AD5C554F06A0FFC34C72410E38250B56852CA3E62BA4900ECAF6D3D,2,TIER3
BDFB1EC6FBE173670819D1017A9C5FD94A650C119CFD9393B327DEA070546EC7,16,TIER3
8F6B37A2AE99F8804EC287C200A65EB8DBCBA329AF3F776FC6D73DFFB483B250,6,TIER3
EB83308F3883A18837CF7F89B7268187A8755417BE6035A2981A89A9BC370206,20,TIER3
65B9CAE9045F8E3EDC02DD928E1AEC0F0F2C715952E48B3BCE8A1E462520FC8A,8,TIER3
AB572CEFB7EA82BA00BADDD446A881561200370B99A622032A6C84DC727A5393,6,TIER3
B1E6F0B92434D63D9E9A0E80BD5B0EC959EF648B7B19E8762B8855AAA8AB4EB9,4,TIER3
756DCE2BE5D4811298C0F2B102B613E59D0205D6847913E645D22717D051818D,6,TIER3
156E2987D16F9EC9AA1A8A91F4BD48C281E3BC851B312C2D6E14B2A9C9AE50D9,8,TIER3
DD431C2C79C29E0D606DEEB7CC5099CD0FDE288E32AFCB20A0E4E24BDD6BE65E,2,TIER3
CAB8063E6F5C79D15C620B1AB5DFD91DE1B6D5392B4F641C4A0148A7E67E4227,18,TIER3
E9DE9EA22F5A85855567D207D630EFC411396CDCBEE4A5D81D9D763FFD27DA72,6,TIER3
921757A10DFA810B457CDCB8DB0574C68815B0BF21B7F7B2280A56032534616E,6,TIER3
022C867DF6E5C60D47D8FFA08CD4631F4B1591DC6F6344786C85CBD0F0EB074F,18,TIER3
7085D20BC05641E91100C643E05D0C8939B57C77C78522FCE95434791DA4B1DC,14,TIER3
212ACD7CC3ABC5619521DF9C523ACCE13F975CEB401034CFC3A75ACD3A20B177,2,TIER3
DEAA1710B5FB901DFB0C0BD142F6D411763670A6F0225B90A7894848816ED0C2,4,TIER3
205DA65C7B248CE2768ED926F46D02A84DEAB680574EFD5C7D426F3B41443ACA,6,TIER3
BB8BF4FE79EF5481612EA48D34793A2D1973451CBA6E5BE22355C7E1E52BDAAE,6,TIER3
204F2574D15D44D027616ACBE3C9258FDEDE5D17F55A0882B72D46535701525A,6,TIER3
770CB4FFBD707D32FB7315D0B495FB26AC995F2346C7A0CD5DC541A71F0F9805,8,TIER3
CC86FB70506F6F2F6B7C267E709323C5CCBA0E07E8398AD24076D1E4F60EA25C,18,TIER3
25C896A8C26A39704888E058BC09F9D43EA6D94A4FBC40ACFCB515EE10C65CD7,16,TIER3
D8C305479A05D488A83E63084801D12986CD412DCEC783404897EDD0767E970B,6,TIER3
A5BE3C28CD9177CD5F8F5308C3EE297DC2CD6994B92AD7FAF046BD8F1886FBA0,8,TIER3
109FBEF2C8889BDED6F53E55A62B4E7EA5A7C080DFA1D426AB84EC9279A3F4F3,14,TIER3
612026947C807DD0F832671361A7CB73118BEE8E943056FF27940F44BC0A2D48,4,TIER3
031790CBDCC54832596E4E8CA7E506393D5C45EEAC802C56DD0B7132F3BF2795,2,TIER3
E04F34A06385D0BF27D1A9AB477B6545CAEC862E7C5B2F8B260E6FDA337C817A,6,TIER3
44169FC2BB033C7708FF2F92163E6EABB126CBA31B741D87E37EE4FF64A6AD7E,16,TIER3
2D25C69AAA9DE887E82D1A104055F68E6710484EC3E4E52BD54192750664BF7E,8,TIER3
888922C8C494FEBC23D47000AC91941288A016436D57E1623876F499D41B988E,2,TIER3
A3FA71C11B923A3836B19980D96D8D1D81EA55C6A5E707710D13AB36E22C0E16,6,TIER3
13258930C29560A27E19F816B2D55DC4C2E38A40716E92ED56BA4EEE716357A4,18,TIER3
0C1AE7E0CD1BAD5AC5831948C75A4584E174C2893519DC50838EC4D32DB8C334,6,TIER3
AAC1CB722C8EF9038F21E66CDA7D6911E26861AAF4AB5564693FC35EB8A949B1,6,TIER3
9F936D616F0D2DE99C57431E7FB5217BF9F0156471B2F26AE875B06721A1BE3A,2,TIER3
33921FC5E8BDA24942B4D055A8F65497A7822FA99270809EB2BEDC03E6965C88,6,TIER3
52401AE1CDE4EB1308A6B79D9AD90117574F575B92042EB0DE64F42839B306F4,8,TIER3
36E3B5626A9C9C89A6618637DA8AC2D6C059150360E550DD64FFF942FD1BCF28,2,TIER3
4B91AD6F57CBF6744D84E6985EE6CA45B833A343E71ABBD1971DDBD67551E66C,10,TIER3
4832ADC5845397CCEF6C1862CD69B5F96808433C41BE7A6F69BD1C31AF7AA8B3,43,TIER3
847C18D7F6EE5186A6F67430A763313D846E125D922EB7E90C840897AE49CD52,8,TIER3
7911C701CB1E561D5F437D0C03A4E81955304F54A97F30BEF9986C6C7730FF81,12,TIER3
F9A69ADB843C96168B6EE211EE03204F619DD2702E45715F254555B8EAF84BF0,29,TIER3
4AB2F683BF3B163E987125DD9613BEC9CC4E7DBF4CA790AF0FF0306D655CCDE6,6,TIER3
EEAA1B6A83524CC3DE9F10ABD9CA2D3E7E292F6A6E82F2D668266ABED564A44F,18,TIER3
5BEB3FCC592117F2BB42BC6F57B701AB110F739B2B922B2F865B73F9CC691C4E,8,TIER3
FA6E0E8B53F92C4C83F94A635C89E3A6D60421C43956AD265FE4E556CDF3B305,6,TIER3
9A77534922F90F8B543BCAA6DA10828B5E71EEB5F923B27E848AA0377B69DFB5,4,TIER3
5A694866BA6DE98D226B3AAC811876EEEC2AF31D6FF964C3E2DC98E73C1E7FC4,6,TIER3
873F669FB42A30E2BC4A3515C3104272928954E7A605322F2B25BAC6A9A12A4A,8,TIER3
2B550FD688D02B368F8A0A6A36182454D246489FC770CE41094FAAB95E2E28B7,8,TIER3
5EF25DB9B24E1B641C9CFDC250A6E90864A7B07E125A304C394812E83006AD52,4,TIER3
336D720E8217A473A0D02F33A4C2A80A8D73FBAE19141965A91861A76B567E56,18,TIER3
028A4E89707F2F2457C28AD1077A4E9679E49DE6C733E745105A3B55CDDF6FBE,2,TIER3
06C37186CA8C451C53A2F710ACA9A02E5DC67711673278000EABDB2CCA555043,4,TIER3
E0C9EE127C7D400D131B143BE1D3978166D7E79C6A9100C611D264C70E06D45E,18,TIER3
C3CA21AE349216D45696760085A8087E6B1B2B47ECB728DD4D5208EC2CD6BAFF,6,TIER3
E8D1C135623AB368A12CE851A12CC7BFB8BA5A7736F653B6F67C2DEC37F6D6BF,14,TIER3
60B34309A1538513FE43355F533FDD9C7C47E44237DA8C25966A21A5D2839B3C,6,TIER3
2CA260094E02E0C730305A27B51CCB75FF864FB901F3470F690C96AFD746B0AA,19,TIER3
756BBAC8879BCB15C89DC8D89F77FDF36FFB72816A5FA502912357A2F375CF93,8,TIER3
EE51FBF164AFAC7D58D38CC64111FBBCE2025288EAC216076062B69C0ADA4EB4,6,TIER3
DA5ED9F8DF7CE5065657FAE94345EB27BCF65151F4B7512E89AAED65E1EB944F,2,TIER3
80163976E83BFD21CA32226FBF810BD1B66E282B3C3F94E5CA3C6902C9F0F8E2,18,TIER3
FC5CA9EB0CB2E1DFFC7F9654761E539F95BD71A33CF6191F357ED7407EF06AE4,2,TIER3
09273E752458D316EB540B77D5B65F11D5E8DFD5CF3F1B35941C551C8C2A5971,10,TIER3
2666605380F8B7440F519212669E0201267CEA5BFEABDE4663A084012BC515FB,4,TIER3
D6EEBC3E1E31B9F0B50FDA0D4CC8CFB32BA53E92BD446AACF57E83DC2AA423E3,6,TIER3
FD7E7FB221EFC128C61171EC05428C5C6324BEA3F4BCF4111784E50FBE93C248,8,TIER3
DD58A074DE27F3169A610EB8F5769961FBB0F08E67BEF5E0134592C4AF68C4FB,2,TIER3
72511F49B72B86490BBA4C83508186F63C335984CFBF11B29833EA7D3D99B4BF,18,TIER3
E1AD04446E720B714C5CB4BB15719865568EF2796D1130AEC66D5E483EBB9266,2,TIER3
00F876C670CB1962B480AA4504C74C0EFED43210AF3019C928F97DBDA42FEA0B,14,TIER3
0136FC9CA630CDDCAFB4861BAAFAFAD0C6C2CE9011B6500A527411F70D92C663,8,TIER3
46CDC00EC1D0BA8513CFCA8AC9DBC0F0D09666F17FAF75661299EF26B5831AF0,8,TIER3
827D405ED0D4F2A0A3644097CE1994669D5B0E571E80FCABA577838F18933A3D,16,TIER3
D450E3CE93DA30989D2AA54CFA284FDFBBE00AA27A9FF6535F46B38FBE4B3563,18,TIER3
C90ACC90228CA08F29AFBEE883408515C03589D6119945503F682621476873F3,2,TIER3
30B3AFE523B90A4F64516C590B88FE053D25584EFC2B92136935375EAAF7A27D,8,TIER3
5864C345A8D429FEBC9876484DFA86ACDD54F16156EE8830CE399EE8E1255171,8,TIER3
A3C87E1BD23420315B48DC19E252DDF43BC0615FE390229E3D9CF636F1BB1968,2,TIER3
662797E6C231920A923411ED1E89676C3D94C6CAA066BCDF9B0BAC9C5ECFC0BD,8,TIER3
0996B67A7F964F276F6B6ECDAAA137F6CDEE0FC68F661DA8FF0B025B2EFC542A,18,TIER3
9A593641D594973E0E77CB2805433C2443307E38CC39C93D6E2DF153E3DAE0C8,8,TIER3
4028C3BC0A7792EB1426DECC74F574D08598B2A252D310CC7A50287F6E2836EC,2,TIER3
BB28E26FAB6178FFFE7D5A85D8D2B8DEB57FA087AF79EADC89BF53797FCE8081,2,TIER3
ED4AA139E91CE8B7E8EC6DDACA9B15C943D21060C7C186B8F854C0C62DE9477A,2,TIER3
93D69BC11157D92B1A92831F244A6E01F5F3BAA1A9810CE3725DB27D8D05B371,2,TIER3
F70899143FD1E88610F39143078FF6F303AF61ABB58A99E698707A8BD3A0B553,2,TIER3
BF5650CCF466E5FF226F7529A7826949566F3C850C21882266AD36C5965DED29,16,TIER3
F2D514E1BF823C540C585064B2EA0E6CD07C087B634DDD07BB6364162810A6B0,10,TIER3
70C9813232EB824102B462F4AB84FC35774B4C9303ABA46CCC6EB78E76D1A466,20,TIER3
845E73E92A057071FF13BB0A283FB7DB05FB977DE5C77ACC71D8ABBDCC791C0E,28,TIER3
C63DB732BEF95C9FE4CC2339013C05B9C69B0231D52A0D88C495026257C73338,8,TIER3
9B8F49998091352FDF40E4E427195C03D132B79B08D1CE859AA5A9CD7ABE7F9C,14,TIER3
C976304E518E9486A36DC9071C397B0EA2830EA95D8E74E6C0A990B1ADCE8A44,16,TIER3
38275E59BC54B1CA7B8DD16A8EA1F7201C8AB7D431682D4D0248143EBE066DCC,8,TIER3
D1832F53AF61FEB593C04BE6F6A68BCEE572488DAC75B22A94146AEB590B332E,2,TIER3
6ED8E6CFD16765D3FD9C0366B1DD6C05487C1379F95E5ED28B86555CAA60B4A8,18,TIER3
734386CF233ECBFBD6C5560CBFA0CE13278F87B1FC2579CBE1522C49EAC741D5,6,TIER3
B2A71C5E0443A3C0EDFC7136A172229C5B7813646E6B5F5CD4392F8EA7D53100,6,TIER3
8E5ADD9930E93A79C815C6D68313A10FF6958805D8A363100BDF707A52FCDC74,8,TIER3
4B3A937DE44C27AFAED9AE85D8ACF86D2F3615E7919254CB4ECAE8AF2DAF741E,8,TIER3
CA2A5384F2F2A7772DDC1216F0E705DA4DD80AF0A96A1EF307E138383A846AFE,6,TIER3
F624F94EA838A5243D28CCB28677BCDFECB975B785AEE502FCFCDA11A5A06242,2,TIER3
DD9CC389F70F76047B7F8F17AA20AB8EB3B36334126A7B84DC21D5C8FFC5F482,6,TIER3
65DFAD820B27A1F062EFE246334CF71E73C4E21EF8416C5AA0A6C19EE0EBB110,6,TIER3
393934C3E43CF6EB13E596D450E8DED05E9635822296BDEBDD322BFC964EB775,8,TIER3
69A5A41E6C4BF20BAF4467D3770A20A5C4E641044606F3DB80870A9C8CDA30C3,18,TIER3
44C0ED94B04D586109719296E46ED1CC16AB246BC4312ACD0A71B4D154B4A8B4,2,TIER3
E6857974CB9E4D4B6A760CC85212072FBDB9385FF1D8239EEC741F0940BDE840,6,TIER3
303B0C0689394C0007B027285E78F5841A7CFFA1C6D7A044F20445C1CCCD4D46,8,TIER3
8399ADA75775C1E50AA3793B6EE3F3421B1265C6853FF553B04673E2BC22AF19,8,TIER3
7EE3AE80AB54C14B0F1D48B103965303D79717B7636A36A3EC1E8229B119E1D4,8,TIER3
77AD6CC0C87B39F23808C1BAA7DD1BD0CC34F28E6D8512FF9402024374776249,4,TIER3
A8042F02E78544D76B9828C65FA9BA7F249DA7CD67D35833F5FCB1D945E05A4E,2,TIER3
E50C666F54A9300E2C0832F44B8858456BA316C44603F5C34EA118E2B6A4DBBF,2,TIER3
8AFEBDD926D250AC37E3503E4E94DE3803D619D2BC27F496EA1747DCFCE48A7B,6,TIER3
70A64C4AA72E6B991B7181BB05DF2FAE9CD8041BC9005D2032B75B31C5F1B2A1,20,TIER3
401B31C9DD290FC2B8B1E99A9A1469012C3C5DDA864D277219B7944A2B31362D,16,TIER3
65180757C9A9B1D8F9A2DF3689F39959B79FF8C7EE220B9932E7F92C37B32D09,4,TIER3
842DDF1BF7384CC6A6765CBB6377113C2DBBE49C9B4B9B0C4154BF0B2427DF42,16,TIER3
C1341CF2FCC98327598A0DC3DE5CA02172895C3B944EAA236EC1C9E9FA1767D7,8,TIER3
C010AAEACA17A6EAC21F1DAE2D9FFB9904B62470596E90CE5B460E795A8BBC61,4,TIER3
91AB37D8814D8169B0DDC72931FAA81ADDCA53B4E535BE5490FA5AAADE343205,8,TIER3
01355E1A171D122F70B0D0764CA2D8AD44B798538F423685423E54A8D4D30635,8,TIER3
02365913847BB026DA507C39FEF1B2A540D4BF57145252BAF10B2BC66BAEF065,18,TIER3
B056DEC3A012BA19A6CC3DB93FD907843CC4F8378E38B6C558E36402E377C870,2,TIER3
0E7A5A5AE0079C97D2F566879D4A35D607F80629CCA677353A740B55266E8EC3,6,TIER3
0FA3023AB9AF5921E8428B2402D9A589CCC5F8C2ECBB9216D202E6C73E6CB41E,2,TIER3
9A226DBDCE6901BAD376CDEB06A0A5C17D53792CB2757D9251A142AA708AA415,2,TIER3
A6550CFFEB37A98BC7D5B80B45B9F3501EBF0B2F84BE6C1754C7187C228260D7,22,TIER3
41F3A35C4AC01ADDFA7F04DDA9BB9B5B9E17B27FF4C321ED6D627616B1FE33F0,18,TIER3
1DF31A88D19267C0A285536B834F62CAA32086C68876A1DBC8F7FC2C2956C5E7,8,TIER3
4E5EF4F470F7FD351AF1DE413458DD22E54AD8174D99A8673BA73715EB87E7AF,18,TIER3
D1C9DAA0AA2AECE151BC7C38AFC940980CB1C18F2A9F8DD1114ED44CEA593094,6,TIER3
0908F3EC02B6DCA2B1CDFF50611AC07903DECDA83658D09B4D7A172CCFEED44F,2,TIER3
9B9180B1D8CF4F8A92F988CEA45599A050F101EAEB5B8C7E2524CB1BE051FC3C,6,TIER3
D1468C3ABD99619487B048EF190475AB680D2AD5E87CDF91BA2AAD27A8439CF5,2,TIER3
7F7456A75A30DC31F6717B09328BC86E1E231437530118EB14EED85DDF602BBB,6,TIER3
446C171357DA2227B47F238D311157C970E475B172B08711ECEFD1331009F67F,6,TIER3
10E207A19AB27362748D1A2143920C7E6CF77684F5C47A041D92B3DB4E5461D4,4,TIER3
7CA3326311F9A80B8E19D8605124AF8974D1CEC10AA9BCA5709F6307B7649FFF,18,TIER3
CA93ECC665DAC6C133E89634A638FFBECEF280F3A5833B84852E55B87613511F,6,TIER3
BC57F9E2D6CEDEE7E80466B22B35F049A4F3EF4322943FCA10B45C9AA12CA8CF,18,TIER3
FFFFE8D256029E242D70460473D033DDC0ACA9F5D8FFD49AD0AEF17F63FF2C2C,6,TIER3
598947B4FE1482161D9B0EF6A2AE90A12AC1DDB49C7EDED8E7E37599E6818DAA,2,TIER3
CD6CDE7B7633D68073E0E6AC5B9F64A72388542C63C51D562098907D9B26C84D,20,TIER3
F23AA11FB4DD06FE02BA184BA739E8DDB7E4B48D50A9BE56216A88734338C21A,2,TIER3
A2E4E137FCC196B8BC320E3158FE26E5318506F55D264708FEA058A968916723,4,TIER3
1BF49FE56646795AB2A3767A71CC359A1DC443E1B677BDB27E5BA4BF77B3BE7E,8,TIER3
982D3816129872B94602A52A6898ED383F1D6498D555E98D7B06AEA657EE423D,6,TIER3
FDEA85AE3B1BDC5884520FBA53D1511EC8C3E71CDBDD86EA2658F3A1FF7BD3F1,6,TIER3
3F4EA8872FC7C6829EF9F5CAA96D9C33ADFF44BEBD9BEBBD324595F8EEAD78ED,2,TIER3
7F41449979D2F7B7850173CC4237A0F2C29C48A9840071CA90FEA7DC82C18ED3,2,TIER3
C48CC3E09C93ED8CC5CC003262CC6BED48A13117522C303773786B923E2ED935,6,TIER3
DDF3DD0B83B7763145D01C1D50F057B1E71375BA941FEDC8A8E98F217310231A,2,TIER3
ABFC74D0E61862059A5D021508073CBCAE724DE9AD8C3AC09D5DA3EC1624D5F2,4,TIER3
52C702601C6D7C67F355DD38CAAAE7F4FB7E59951A81D3498E5FBAC55FA893D1,2,TIER3
22042BDD1C410D0A4204DC8BC3672EE4588F6E5803A0F80D1ACBB388903D672D,18,TIER3
53AD3DE8C3CF5630F41BE286509CCDD58774726C34FABE35CEDA938829F32641,8,TIER3
C29B0E2D54EC7EEF7260E4E21AC3AA9FAA52E696A3B2965995785DD1B1F6B1D1,20,TIER3
34313258199B9C2681D1EB73819C64C6279D94D10474E6463BEC118823E155A3,6,TIER3
695E57B118FE1ACD4BA4061BB727BBC17EB4E3FE21FB3ABA472A5A8E52B66A5D,14,TIER3
5BBDF1AE7DDC98FD8B4CE8FBDB8CDB7902D24DF8EA5AF147DB4B0A16FD7F922F,18,TIER3
B0DE5A6EF5A45115532B40B0462EF3F9A37C8BFF6F7D39AF23D2213086F2EE4D,2,TIER3
5291255824912EE2927070B0F5DB74C39E55A5097C145E502F2B7BB6A2EC0A93,18,TIER3
78F96E4515CC65E283C65F72C7F48BA2A210C31F8FE6A8BAB803567071F9B586,2,TIER3
28FD736D7B5C211EB0888A8284344BCA9192DAB5620F0081970EEE1B5693203B,18,TIER3
9321939ED9759DBCF9ADFA9EA6F953F275EF4486861B00AF6F1BFA387AE8B182,2,TIER3
34156B390BFDB3333FD6E4A37161EE5144F6E5F3011C8B5449727183AD68BDE0,18,TIER3
D524D2B6403BE4D048F52745A7E51C2FFE9E001E6773952FCBB5AC7A4F7FA47F,6,TIER3
641E07FC1B9F97C1E31ED4B5298B62E9806DAA62760AC73D319E58E07F17D787,2,TIER3
B10B7201542F7047007AE71D0D3E6CFDAF3D8A959214096A8F23449C98701191,18,TIER3
03523E8E4246BE1DE5028CFF53ADFE45ED98CE7AE67D2E25FB44EF3F66FC8977,2,TIER3
014653B00B81EE876CB29C8DCC9A40063294DA39361E0ADFDE31589585DF9991,8,TIER3
449EA99B7AA641CC1395D76A9313E75CD8E074935B27F68FC143D86895012ED8,6,TIER3
B28287924E7B60F96D7157586FD6577F4F0BA90F2A6C1655BF17577560D27FE1,2,TIER3
692D3189064B9E51F2AD013959B58E550C0894078FAD1C3BBB2A24E7803BCF51,2,TIER3
